id,locationid,applicant,Facilitytype,facilitytype,cnn,full_address,address,permit,Status,status,latitude,longitude,schedule,approved,Received,expiration
209,1200176,"Off the Grid Services, LLC",Truck,1,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,18MFF-0093,APPROVED,2,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0093&ExportPDF=1&Filename=18MFF-0093_schedule.pdf,08/07/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
210,1147369,Tacos Rodriguez,Truck,1,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,18MFF-0019,APPROVED,2,37.790485146128,-122.40094044069,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0019&ExportPDF=1&Filename=18MFF-0019_schedule.pdf,07/25/2018 12:00:00 AM,2018-04-18,07/15/2019 12:00:00 AM
211,1189930,JapaCurry,Truck,1,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,18MFF-0076,APPROVED,2,37.7923898619832,-122.401269695236,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0076&ExportPDF=1&Filename=18MFF-0076_schedule.pdf,07/16/2018 12:00:00 AM,2018-07-16,07/15/2019 12:00:00 AM
212,1181892,Park's Catering,Truck,1,8483000,LOOMIS ST: BARNEVELD AVE \ MCKINNON AVE to OAKDALE AVE (1 - 99),10 LOOMIS ST,18MFF-0050,APPROVED,2,37.7437839233827,-122.40378882961,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
213,1190109,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,2,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,18MFF-0083,APPROVED,2,37.7871762917416,-122.407398075958,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0083&ExportPDF=1&Filename=18MFF-0083_schedule.pdf,07/17/2018 12:00:00 AM,2018-07-16,07/15/2019 12:00:00 AM
214,1184822,Liang Bai Ping,Truck,1,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,18MFF-0058,APPROVED,2,37.7251817007288,-122.388192688444,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
215,1191898,Mike's Catering,Truck,1,12068000,STANFORD ST: BRANNAN ST to TOWNSEND ST (1 - 100),Assessors Block 3788/Lot002,18MFF-0084,APPROVED,2,37.7810746780754,-122.391705661167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,07/24/2018 12:00:00 AM,2018-07-24,07/15/2019 12:00:00 AM
216,1037689,Munch A Bunch,Truck,1,373000,07TH ST: CLEVELAND ST to HARRISON ST (314 - 399),355 07TH ST,17MFF-0197,EXPIRED,3,37.7763814259936,-122.406934051626,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,11/21/2017 12:00:00 AM,2017-11-16,07/15/2018 12:00:00 AM
217,1191897,Mike's Catering,Truck,1,3157000,BROADWAY: POWELL ST \ ROBERT C LEVY TUNL to MASON ST (800 - 898) -- NORTH --,860 BROADWAY,18MFF-0084,APPROVED,2,37.7975789880604,-122.411439886089,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,07/24/2018 12:00:00 AM,2018-07-24,07/15/2019 12:00:00 AM
218,963994,Singh Brothers Ice Cream,Truck,1,7223000,INGALLS ST: GEORGE CT to OAKDALE AVE (1300 - 1399),1309 INGALLS ST,17MFF-0182,REQUESTED,1,37.7303742378628,-122.381861878657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,,2017-04-18,03/15/2018 12:00:00 AM
219,1184832,Liang Bai Ping,Truck,1,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1212 THOMAS AVE,18MFF-0058,APPROVED,2,37.7266647697066,-122.384144224606,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
220,1181827,Anas Goodies Catering,Truck,1,3736000,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,18MFF-0048,APPROVED,2,37.7235768564887,-122.390059101399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
221,1181507,John's Catering #5,Truck,1,581000,14TH ST: SHOTWELL ST to SOUTH VAN NESS AVE (139 - 199),164 14TH ST,18MFF-0045,APPROVED,2,37.7687652509586,-122.416902205953,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
222,1184847,Liang Bai Ping,Truck,1,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1430 YOSEMITE AVE,18MFF-0058,APPROVED,2,37.7254980479505,-122.388369150442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
223,1181860,Anas Goodies Catering,Truck,1,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,18MFF-0048,APPROVED,2,37.7533608294551,-122.393045920798,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
224,1147774,Think is Good Inc.,Truck,1,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,18MFF-0020,APPROVED,2,37.788864715343,-122.399359351363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0020&ExportPDF=1&Filename=18MFF-0020_schedule.pdf,04/25/2018 12:00:00 AM,2018-04-19,07/15/2019 12:00:00 AM
225,1171819,Faith Sandwich,Push Cart,2,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,18MFF-0032,REQUESTED,1,37.792109338609,-122.395803865502,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0032&ExportPDF=1&Filename=18MFF-0032_schedule.pdf,,2018-06-06,07/15/2019 12:00:00 AM
226,1181731,Golden Catering,Truck,1,4494000,CRESCENT AVE: ANDERSON ST to ELLSWORTH ST (600 - 699),601 CRESCENT AVE,18MFF-0046,APPROVED,2,37.7350052991284,-122.415417409745,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0046&ExportPDF=1&Filename=18MFF-0046_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
227,963993,Singh Brothers Ice Cream,Truck,1,11783000,SHAFTER AVE: HAWES ST to INGALLS ST (1200 - 1299),1207 SHAFTER AVE,17MFF-0182,REQUESTED,1,37.7267082729622,-122.3836249172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,,2017-04-18,03/15/2018 12:00:00 AM
228,1181893,Park's Catering,Truck,1,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2020 EVANS AVE,18MFF-0050,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
229,1184850,Liang Bai Ping,Truck,1,6540000,GRIFFITH ST: QUESADA AVE to REVERE AVE (1300 - 1399),1300 GRIFFITH ST,18MFF-0058,APPROVED,2,37.7270866339514,-122.381074448749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
230,1140166,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,1,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,18MFF-0016,REQUESTED,1,37.7492558595291,-122.390975379577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0016&ExportPDF=1&Filename=18MFF-0016_schedule.pdf,,2018-04-06,07/15/2019 12:00:00 AM
231,1184866,Subs on Hubs,Truck,1,0,,Assessors Block 8711/Lot021,18MFF-0059,APPROVED,2,37.7714019465879,-122.391771646847,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0059&ExportPDF=1&Filename=18MFF-0059_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
232,1184108,D & T Catering,Truck,1,3184000,BROADWAY: BRODERICK ST to BAKER ST (2800 - 2899),2840 BROADWAY,18MFF-0057,APPROVED,2,37.7934414335598,-122.443891213784,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
233,1184827,Liang Bai Ping,Truck,1,11782000,SHAFTER AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1127 SHAFTER AVE,18MFF-0058,APPROVED,2,37.7259455580465,-122.382281153253,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
234,1183761,Mini Mobile Food Catering,Truck,1,8958000,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),620 MENDELL ST,18MFF-0053,APPROVED,2,37.7393786694373,-122.386337945153,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
235,1199773,Two G's Catering,Truck,1,12665000,TOWNSEND ST: 06TH ST to 07TH ST (500 - 599),516 TOWNSEND ST,18MFF-0090,APPROVED,2,37.7734452149215,-122.400482576546,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
236,1181881,Quan Catering,Truck,1,51657000,ALANA WAY: COUNTY LINE intersection,151 EXECUTIVE PARK BLVD,18MFF-0049,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
237,1122750,Got Snacks,Push Cart,2,184001,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL (1000 - 1099),1020 03RD ST,18MFF-0011,APPROVED,2,37.7755101380495,-122.390999306002,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0011&ExportPDF=1&Filename=18MFF-0011_schedule.pdf,07/02/2018 12:00:00 AM,2018-03-13,07/15/2019 12:00:00 AM
238,1181882,Quan Catering,Truck,1,15086000,,3305 03RD ST,18MFF-0049,APPROVED,2,37.7438311721327,-122.377797368962,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
239,1181513,John's Catering #5,Truck,1,3309000,BRYANT ST: 19TH ST to 20TH ST (2100 - 2199),2157 BRYANT ST,18MFF-0045,APPROVED,2,37.7597962717227,-122.409573421624,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
240,1183678,Paradise Catering,Truck,1,9100000,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1023 MISSION ST,18MFF-0052,APPROVED,2,37.7802159385025,-122.409057485501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
241,1181743,BH & MT LLC,Truck,1,1232000,23RD ST: END to ILLINOIS ST (100 - 699),401 23RD ST,18MFF-0047,APPROVED,2,37.7550307267667,-122.384530734223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
242,1183759,Mini Mobile Food Catering,Truck,1,414000,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,18MFF-0053,APPROVED,2,37.7736941524749,-122.409658441356,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
243,1193825,Eva's Catering,Truck,1,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,18MFF-0086,APPROVED,2,37.7477720916075,-122.397031718978,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0086&ExportPDF=1&Filename=18MFF-0086_schedule.pdf,07/26/2018 12:00:00 AM,2018-07-26,07/15/2019 12:00:00 AM
244,1181890,Park's Catering,Truck,1,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,18MFF-0050,APPROVED,2,37.7445911950917,-122.393076880858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
245,934628,May Catering,Truck,1,8715000,MARIPOSA ST: 04TH ST \ MINNESOTA ST to INDIANA ST (700 - 799),777 MARIPOSA ST,17MFF-0110,EXPIRED,3,37.7638112772906,-122.391265350599,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
246,1184084,F & C Catering,Truck,1,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),898 PENNSYLVANIA AVE,18MFF-0055,APPROVED,2,37.7555344716039,-122.393925277539,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0055&ExportPDF=1&Filename=18MFF-0055_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
247,1189520,Linda's Catering,Truck,1,142000,02ND ST: BRYANT ST to TABER PL (500 - 518),501 02ND ST,18MFF-0074,APPROVED,2,37.7831711043434,-122.392901049479,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0074&ExportPDF=1&Filename=18MFF-0074_schedule.pdf,07/13/2018 12:00:00 AM,2018-07-13,07/15/2019 12:00:00 AM
248,1181830,Anas Goodies Catering,Truck,1,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,18MFF-0048,APPROVED,2,37.7580373934881,-122.391671890682,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
249,1183674,Paradise Catering,Truck,1,185104,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1455 03RD ST,18MFF-0052,APPROVED,2,37.7711099394372,-122.389190040328,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
250,1183688,Paradise Catering,Truck,1,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1119 MISSION ST,18MFF-0052,APPROVED,2,37.7786515145076,-122.411229567525,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
251,1123284,"Expresso Subito, LLC.",Truck,1,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),150 CALIFORNIA ST,18MFF-0013,APPROVED,2,37.7936733815047,-122.398463509486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0013&ExportPDF=1&Filename=18MFF-0013_schedule.pdf,09/13/2018 12:00:00 AM,2018-03-15,07/15/2019 12:00:00 AM
252,1183679,Paradise Catering,Truck,1,6713000,HARRISON ST: ESSEX ST \ I-80 E ON RAMP to 02ND ST (550 - 599),575 HARRISON ST,18MFF-0052,APPROVED,2,37.7844204919929,-122.394380639101,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
253,1181829,Anas Goodies Catering,Truck,1,12484000,TENNESSEE ST: 19TH ST to 20TH ST (800 - 899),815 TENNESSEE ST,18MFF-0048,APPROVED,2,37.7615022039664,-122.389276996081,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
254,934626,May Catering,Truck,1,0,,Assessors Block /Lot,17MFF-0110,EXPIRED,3,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
255,1163792,"SOHOMEI, LLC",Truck,1,12583000,THOMAS MORE WAY: BROTHERHOOD WAY \ CHUMASERO DR to END (1 - 99),1 THOMAS MORE WAY,18MFF-0028,REQUESTED,1,37.7100033342894,-122.471411913129,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
256,976033,Plaza Garibaldy,Truck,1,9297000,MONTGOMERY ST: POST ST to SUTTER ST (1 - 99),1 MONTGOMERY ST,17MFF-0184,APPROVED,2,37.7892495340751,-122.402418597294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0184&ExportPDF=1&Filename=17MFF-0184_schedule.pdf,08/20/2018 12:00:00 AM,2017-05-10,07/15/2019 12:00:00 AM
257,1186247,Kettle Corn Star,Push Cart,2,8747103,MARKET ST: POWELL ST to 05TH ST \ CYRIL MAGNIN ST (865 - 899) -- SOUTH --,865 MARKET ST,18MFF-0064,APPROVED,2,37.7839469079742,-122.407158344984,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0064&ExportPDF=1&Filename=18MFF-0064_schedule.pdf,07/12/2018 12:00:00 AM,2018-07-12,07/15/2019 12:00:00 AM
258,1200175,"Off the Grid Services, LLC",Truck,1,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,18MFF-0092,APPROVED,2,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0092&ExportPDF=1&Filename=18MFF-0092_schedule.pdf,08/07/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
259,1183754,Mini Mobile Food Catering,Truck,1,6710000,HARRISON ST: BEALE ST to FREMONT ST \ I-80 W OFF RAMP (300 - 399),355 FREMONT ST,18MFF-0053,APPROVED,2,37.7873224193199,-122.392223706383,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
260,1090091,Tacos El Primo,Truck,1,7480000,JENNINGS ST: WALLACE AVE to YOSEMITE AVE (2200 - 2299),1495 WALLACE AVE,18MFF-0006,REQUESTED,1,37.7259304950399,-122.389215559421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,,2018-02-05,07/15/2019 12:00:00 AM
261,1181853,Anas Goodies Catering,Truck,1,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3255 03RD ST,18MFF-0048,APPROVED,2,37.7484453388377,-122.38687903198,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
262,1199100,Tacos El Flaco,Truck,1,194101,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,18MFF-0089,APPROVED,2,37.7524049924783,-122.387000196298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0089&ExportPDF=1&Filename=18MFF-0089_schedule.pdf,08/02/2018 12:00:00 AM,2018-08-02,07/15/2019 12:00:00 AM
263,1184112,D & T Catering,Truck,1,5770000,FRANCISCO ST: POLK ST to VAN NESS AVE (1100 - 1199),1150 FRANCISCO ST,18MFF-0057,APPROVED,2,37.8037902440403,-122.424145174983,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
264,963984,Singh Brothers Ice Cream,Truck,1,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 DONNER AVE,17MFF-0182,REQUESTED,1,37.7227936887593,-122.391719666472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,,2017-04-18,03/15/2018 12:00:00 AM
265,1180867,"San Francisco Street Foods, Inc.",Push Cart,2,7038000,HOWARD ST: 03RD ST to 04TH ST (700 - 799),701 HOWARD ST,18MFF-0042,APPROVED,2,37.7835133512454,-122.400813391105,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0042&ExportPDF=1&Filename=18MFF-0042_schedule.pdf,07/03/2018 12:00:00 AM,2018-07-03,07/15/2019 12:00:00 AM
